2026/04/25 16:06:06.780, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.64 W
2026/04/25 17:15:43.046, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.21 W
2026/04/25 17:15:48.053, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.16 W
2026/04/25 17:15:53.061, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.19 W
2026/04/25 17:15:58.069, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.38 W
2026/04/25 17:16:03.081, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.39 W
2026/04/25 17:16:08.098, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.21 W
2026/04/25 17:16:13.105, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.22 W
2026/04/25 17:16:18.116, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.39 W
2026/04/25 17:16:23.123, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.42 W
2026/04/25 17:16:28.131, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.27 W
2026/04/25 17:16:33.138, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.25 W
2026/04/25 17:16:38.146, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.21 W
2026/04/25 17:16:43.155, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.31 W
2026/04/25 17:16:48.163, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.25 W
2026/04/25 17:16:53.170, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.28 W
2026/04/25 17:16:58.180, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.41 W
2026/04/25 17:17:03.186, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.35 W
2026/04/25 17:17:08.204, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.20 W
2026/04/25 17:17:13.211, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.26 W
2026/04/25 17:17:18.220, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.39 W
2026/04/25 17:17:23.230, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.45 W
2026/04/25 17:17:28.240, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.48 W
2026/04/25 17:17:33.249, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.26 W
2026/04/25 17:17:38.257, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.19 W
2026/04/25 17:17:43.264, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.24 W
2026/04/25 17:17:48.272, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.13 W
2026/04/25 17:17:53.280, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.26 W
2026/04/25 17:17:58.298, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.21 W
2026/04/25 17:18:03.306, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.13 W
2026/04/25 17:18:08.318, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.18 W
2026/04/25 17:18:13.328, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.30 W
2026/04/25 17:18:18.335, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.10 W
2026/04/25 17:18:23.343, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.23 W
2026/04/25 17:18:28.353, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.22 W
2026/04/25 17:18:33.361, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.11 W
2026/04/25 17:18:38.371, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.31 W
2026/04/25 17:18:43.378, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.00 W
2026/04/25 17:18:48.385, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 10.84 W
2026/04/25 17:18:53.403, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.17 W
2026/04/25 17:18:58.415, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.13 W
2026/04/25 17:19:03.423, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.08 W
2026/04/25 17:19:08.430, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.21 W
2026/04/25 17:19:13.438, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.14 W
2026/04/25 17:19:18.447, 15 %, 15 %, 9803 MiB, 10345 MiB, 31, 34.45 W
2026/04/25 17:19:23.460, 91 %, 87 %, 10245 MiB, 9903 MiB, 32, 44.98 W
2026/04/25 17:19:28.466, 0 %, 0 %, 10245 MiB, 9903 MiB, 33, 45.29 W
2026/04/25 17:19:33.476, 0 %, 0 %, 10267 MiB, 9881 MiB, 33, 37.10 W
2026/04/25 17:19:38.486, 51 %, 48 %, 10269 MiB, 9879 MiB, 35, 39.86 W
2026/04/25 17:19:43.505, 0 %, 0 %, 10269 MiB, 9879 MiB, 35, 47.42 W
2026/04/25 17:19:48.514, 0 %, 0 %, 10301 MiB, 9847 MiB, 35, 37.84 W
2026/04/25 17:19:53.522, 0 %, 0 %, 10301 MiB, 9847 MiB, 35, 31.46 W
2026/04/25 17:19:58.531, 0 %, 0 %, 10261 MiB, 9887 MiB, 36, 47.39 W
2026/04/25 17:20:03.538, 32 %, 31 %, 10261 MiB, 9887 MiB, 38, 38.44 W
2026/04/25 17:20:08.547, 1 %, 0 %, 10293 MiB, 9855 MiB, 39, 47.08 W
2026/04/25 17:20:13.554, 0 %, 0 %, 10261 MiB, 9887 MiB, 38, 51.25 W
2026/04/25 17:20:18.561, 0 %, 0 %, 10261 MiB, 9887 MiB, 38, 45.33 W
2026/04/25 17:20:23.569, 0 %, 0 %, 10293 MiB, 9855 MiB, 38, 32.82 W
2026/04/25 17:20:28.578, 75 %, 66 %, 10261 MiB, 9887 MiB, 40, 52.22 W
2026/04/25 17:20:33.587, 28 %, 28 %, 10261 MiB, 9887 MiB, 40, 41.01 W
2026/04/25 17:20:38.605, 22 %, 16 %, 10293 MiB, 9855 MiB, 40, 50.98 W
2026/04/25 17:20:43.613, 0 %, 0 %, 10293 MiB, 9855 MiB, 39, 31.95 W
2026/04/25 17:20:48.621, 0 %, 0 %, 10261 MiB, 9887 MiB, 39, 54.00 W
2026/04/25 17:20:53.630, 0 %, 0 %, 10261 MiB, 9887 MiB, 40, 45.69 W
2026/04/25 17:20:58.638, 32 %, 29 %, 10261 MiB, 9887 MiB, 44, 43.48 W
2026/04/25 17:21:03.646, 0 %, 0 %, 257 MiB, 19891 MiB, 40, 34.35 W
2026/04/25 17:21:08.653, 0 %, 0 %, 10261 MiB, 9887 MiB, 40, 53.25 W
2026/04/25 17:21:13.660, 32 %, 32 %, 10261 MiB, 9887 MiB, 44, 39.12 W
2026/04/25 17:21:18.668, 0 %, 0 %, 10293 MiB, 9855 MiB, 40, 33.72 W
2026/04/25 17:21:23.677, 0 %, 0 %, 10293 MiB, 9855 MiB, 40, 31.98 W
2026/04/25 17:21:28.685, 0 %, 0 %, 10261 MiB, 9887 MiB, 41, 48.67 W
2026/04/25 17:21:33.705, 46 %, 36 %, 10261 MiB, 9887 MiB, 46, 46.53 W
2026/04/25 17:21:38.718, 0 %, 0 %, 10293 MiB, 9855 MiB, 41, 50.33 W
2026/04/25 17:21:43.726, 0 %, 0 %, 10293 MiB, 9855 MiB, 41, 32.04 W
2026/04/25 17:21:48.732, 0 %, 0 %, 10293 MiB, 9855 MiB, 40, 32.04 W
2026/04/25 17:21:53.742, 0 %, 0 %, 265 MiB, 19883 MiB, 41, 35.20 W
2026/04/25 17:21:58.750, 0 %, 0 %, 10261 MiB, 9887 MiB, 41, 50.25 W
2026/04/25 17:22:03.757, 88 %, 80 %, 10261 MiB, 9887 MiB, 43, 53.61 W
2026/04/25 17:22:08.765, 0 %, 0 %, 10293 MiB, 9855 MiB, 41, 32.08 W
2026/04/25 17:22:13.773, 0 %, 0 %, 10293 MiB, 9855 MiB, 41, 31.98 W
2026/04/25 17:22:18.780, 1 %, 0 %, 6729 MiB, 13419 MiB, 41, 32.27 W
2026/04/25 17:22:23.787, 0 %, 0 %, 10261 MiB, 9887 MiB, 42, 50.87 W
2026/04/25 17:22:28.805, 48 %, 46 %, 10261 MiB, 9887 MiB, 45, 41.53 W
2026/04/25 17:22:33.816, 0 %, 0 %, 10293 MiB, 9855 MiB, 41, 33.27 W
2026/04/25 17:22:38.822, 0 %, 0 %, 10293 MiB, 9855 MiB, 41, 32.17 W
2026/04/25 17:22:43.831, 0 %, 0 %, 573 MiB, 19575 MiB, 41, 32.18 W
2026/04/25 17:22:48.838, 0 %, 0 %, 573 MiB, 19575 MiB, 41, 32.10 W
2026/04/25 17:22:53.846, 0 %, 0 %, 573 MiB, 19575 MiB, 41, 32.04 W
2026/04/25 17:22:58.854, 0 %, 0 %, 573 MiB, 19575 MiB, 39, 32.01 W
2026/04/25 17:23:03.862, 0 %, 0 %, 573 MiB, 19575 MiB, 38, 12.50 W
2026/04/25 17:23:08.870, 0 %, 0 %, 573 MiB, 19575 MiB, 37, 12.30 W
2026/04/25 17:23:13.878, 0 %, 0 %, 573 MiB, 19575 MiB, 36, 12.24 W
2026/04/25 17:23:18.886, 0 %, 0 %, 573 MiB, 19575 MiB, 36, 12.20 W
2026/04/25 17:23:23.904, 0 %, 0 %, 573 MiB, 19575 MiB, 35, 12.10 W
2026/04/25 17:23:28.912, 0 %, 0 %, 573 MiB, 19575 MiB, 35, 12.12 W
2026/04/25 17:23:33.923, 0 %, 0 %, 573 MiB, 19575 MiB, 34, 11.95 W
2026/04/25 17:23:38.933, 0 %, 0 %, 573 MiB, 19575 MiB, 34, 11.89 W
2026/04/25 17:23:43.943, 0 %, 0 %, 573 MiB, 19575 MiB, 33, 11.73 W
2026/04/25 17:23:48.950, 0 %, 0 %, 573 MiB, 19575 MiB, 33, 11.81 W
2026/04/25 17:23:53.960, 0 %, 0 %, 573 MiB, 19575 MiB, 33, 12.03 W
2026/04/25 17:23:58.968, 0 %, 0 %, 573 MiB, 19575 MiB, 32, 11.92 W
2026/04/25 17:24:03.975, 0 %, 0 %, 573 MiB, 19575 MiB, 32, 11.87 W
2026/04/25 17:24:08.983, 0 %, 0 %, 573 MiB, 19575 MiB, 32, 11.92 W
2026/04/25 17:24:14.002, 0 %, 0 %, 573 MiB, 19575 MiB, 32, 11.91 W
2026/04/25 17:24:19.011, 0 %, 0 %, 573 MiB, 19575 MiB, 31, 11.91 W
2026/04/25 17:24:24.022, 0 %, 0 %, 573 MiB, 19575 MiB, 31, 12.01 W
2026/04/25 17:24:29.035, 0 %, 0 %, 573 MiB, 19575 MiB, 31, 11.76 W
2026/04/25 17:24:34.042, 0 %, 0 %, 573 MiB, 19575 MiB, 31, 11.72 W
2026/04/25 17:24:39.051, 0 %, 0 %, 573 MiB, 19575 MiB, 31, 11.57 W
2026/04/25 17:24:44.062, 0 %, 0 %, 573 MiB, 19575 MiB, 30, 11.54 W
2026/04/25 17:24:49.072, 0 %, 0 %, 573 MiB, 19575 MiB, 30, 11.86 W
2026/04/25 17:24:54.138, 0 %, 0 %, 573 MiB, 19575 MiB, 30, 11.67 W
2026/04/25 17:24:59.147, 0 %, 0 %, 573 MiB, 19575 MiB, 30, 11.67 W
2026/04/25 17:25:04.155, 0 %, 0 %, 573 MiB, 19575 MiB, 30, 11.64 W
2026/04/25 17:25:09.163, 0 %, 0 %, 573 MiB, 19575 MiB, 30, 11.69 W
2026/04/25 17:25:14.174, 0 %, 0 %, 573 MiB, 19575 MiB, 30, 11.67 W
2026/04/25 17:25:19.183, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.53 W
2026/04/25 17:25:24.199, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.52 W
2026/04/25 17:25:29.210, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.37 W
2026/04/25 17:25:34.218, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.33 W
2026/04/25 17:25:39.227, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.36 W
2026/04/25 17:25:44.237, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.32 W
2026/04/25 17:25:49.248, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.34 W
2026/04/25 17:25:54.258, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.30 W
2026/04/25 17:25:59.266, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.48 W
2026/04/25 17:26:04.275, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.35 W
2026/04/25 17:26:09.286, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.40 W
2026/04/25 17:26:14.307, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.48 W
2026/04/25 17:26:19.316, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.46 W
2026/04/25 17:26:24.325, 0 %, 0 %, 573 MiB, 19575 MiB, 29, 11.35 W
2026/04/25 17:26:29.335, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:26:34.342, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.34 W
2026/04/25 17:26:39.355, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.40 W
2026/04/25 17:26:44.363, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:26:49.371, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.27 W
2026/04/25 17:26:54.382, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.42 W
2026/04/25 17:26:59.402, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:27:04.414, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:27:09.426, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.21 W
2026/04/25 17:27:14.435, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.13 W
2026/04/25 17:27:19.443, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.21 W
2026/04/25 17:27:24.453, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.28 W
2026/04/25 17:27:29.462, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.31 W
2026/04/25 17:27:34.470, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.18 W
2026/04/25 17:27:39.478, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.27 W
2026/04/25 17:27:44.486, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:27:49.508, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.36 W
2026/04/25 17:27:54.518, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.39 W
2026/04/25 17:27:59.528, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.23 W
2026/04/25 17:28:04.536, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.19 W
2026/04/25 17:28:09.544, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.14 W
2026/04/25 17:28:14.555, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.29 W
2026/04/25 17:28:19.562, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.27 W
2026/04/25 17:28:24.573, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.25 W
2026/04/25 17:28:29.582, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.24 W
2026/04/25 17:28:34.599, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:28:39.610, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.33 W
2026/04/25 17:28:44.622, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.26 W
2026/04/25 17:28:49.629, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.13 W
2026/04/25 17:28:54.639, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.18 W
2026/04/25 17:28:59.646, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.24 W
2026/04/25 17:29:04.654, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.35 W
2026/04/25 17:29:09.665, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.28 W
2026/04/25 17:29:14.676, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.53 W
2026/04/25 17:29:19.684, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:29:24.700, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.50 W
2026/04/25 17:29:29.708, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.35 W
2026/04/25 17:29:34.718, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.33 W
2026/04/25 17:29:39.726, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.43 W
2026/04/25 17:29:44.734, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.32 W
2026/04/25 17:29:49.742, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.22 W
2026/04/25 17:29:54.750, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.31 W
2026/04/25 17:29:59.761, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.23 W
2026/04/25 17:30:04.768, 0 %, 0 %, 573 MiB, 19575 MiB, 30, 31.78 W
2026/04/25 17:30:09.778, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.52 W
2026/04/25 17:30:14.785, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.45 W
2026/04/25 17:30:19.804, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.56 W
2026/04/25 17:30:24.813, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.52 W
2026/04/25 17:30:29.836, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.52 W
2026/04/25 17:30:34.847, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.51 W
2026/04/25 17:30:39.856, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.49 W
2026/04/25 17:30:44.867, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.33 W
2026/04/25 17:30:49.874, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.40 W
2026/04/25 17:30:54.885, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.34 W
2026/04/25 17:30:59.902, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.36 W
2026/04/25 17:31:04.911, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.49 W
2026/04/25 17:31:09.918, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.29 W
2026/04/25 17:31:14.926, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.29 W
2026/04/25 17:31:19.937, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.40 W
2026/04/25 17:31:24.947, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.40 W
2026/04/25 17:31:29.958, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.30 W
2026/04/25 17:31:34.968, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.44 W
2026/04/25 17:31:39.978, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.40 W
2026/04/25 17:31:44.988, 0 %, 0 %, 573 MiB, 19575 MiB, 28, 11.47 W
2026/04/25 17:31:50.012, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.42 W
2026/04/25 17:31:55.023, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.29 W
2026/04/25 17:32:00.036, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.38 W
2026/04/25 17:32:05.047, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:32:10.058, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.35 W
2026/04/25 17:32:15.070, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.42 W
2026/04/25 17:32:20.090, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.41 W
2026/04/25 17:32:25.109, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:32:30.121, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.33 W
2026/04/25 17:32:35.132, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.44 W
2026/04/25 17:32:40.144, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.34 W
2026/04/25 17:32:45.154, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:32:50.165, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.56 W
2026/04/25 17:32:55.175, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.51 W
2026/04/25 17:33:00.187, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.41 W
2026/04/25 17:33:05.209, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:33:10.220, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.31 W
2026/04/25 17:33:15.230, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.46 W
2026/04/25 17:33:20.236, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.41 W
2026/04/25 17:33:25.246, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.32 W
2026/04/25 17:33:30.255, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.48 W
2026/04/25 17:33:35.263, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.48 W
2026/04/25 17:33:40.272, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.38 W
2026/04/25 17:33:45.281, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.49 W
2026/04/25 17:33:50.289, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.45 W
2026/04/25 17:33:55.304, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.30 W
2026/04/25 17:34:00.313, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:34:05.322, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.52 W
2026/04/25 17:34:10.329, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.30 W
2026/04/25 17:34:15.338, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:34:20.345, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:34:25.354, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.36 W
2026/04/25 17:34:30.363, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.51 W
2026/04/25 17:34:35.372, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.45 W
2026/04/25 17:34:40.379, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.42 W
2026/04/25 17:34:45.387, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.40 W
2026/04/25 17:34:50.405, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.12 W
2026/04/25 17:34:55.412, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.38 W
2026/04/25 17:35:00.423, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:35:05.431, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.33 W
2026/04/25 17:35:10.441, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.38 W
2026/04/25 17:35:15.449, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:35:20.458, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.41 W
2026/04/25 17:35:25.466, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.37 W
2026/04/25 17:35:30.474, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.31 W
2026/04/25 17:35:35.482, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.31 W
2026/04/25 17:35:40.502, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.13 W
2026/04/25 17:35:45.510, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.26 W
2026/04/25 17:35:50.517, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.24 W
2026/04/25 17:35:55.526, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.23 W
2026/04/25 17:36:00.534, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.45 W
2026/04/25 17:36:05.543, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.34 W
2026/04/25 17:36:10.555, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.40 W
2026/04/25 17:36:15.564, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.47 W
2026/04/25 17:36:20.573, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:36:25.582, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.25 W
2026/04/25 17:36:30.602, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.30 W
2026/04/25 17:36:35.609, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.43 W
2026/04/25 17:36:40.617, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.34 W
2026/04/25 17:36:45.628, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.24 W
2026/04/25 17:36:50.640, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.25 W
2026/04/25 17:36:55.649, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.27 W
2026/04/25 17:37:00.658, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.38 W
2026/04/25 17:37:05.665, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.29 W
2026/04/25 17:37:10.677, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.29 W
2026/04/25 17:37:15.688, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.30 W
2026/04/25 17:37:20.708, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.25 W
2026/04/25 17:37:25.719, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.20 W
2026/04/25 17:37:30.737, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.40 W
2026/04/25 17:37:35.749, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.28 W
2026/04/25 17:37:40.761, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.52 W
2026/04/25 17:37:45.771, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.53 W
2026/04/25 17:37:50.778, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.36 W
2026/04/25 17:37:55.789, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.41 W
2026/04/25 17:38:00.806, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.34 W
2026/04/25 17:38:05.813, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.42 W
2026/04/25 17:38:10.821, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.56 W
2026/04/25 17:38:15.830, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.38 W
2026/04/25 17:38:20.838, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.52 W
2026/04/25 17:38:25.844, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.39 W
2026/04/25 17:38:30.857, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.33 W
2026/04/25 17:38:35.866, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.30 W
2026/04/25 17:38:40.874, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.47 W
2026/04/25 17:38:45.882, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.37 W
2026/04/25 17:38:50.889, 0 %, 0 %, 573 MiB, 19575 MiB, 27, 11.45 W
